Place_Name,Total_Transactions_count,Total_Amount,Quarter,Year,State,MyIndex
tonk district,1834820,3108063336.837104,2,2020,rajasthan,11145
jodhpur district,3972317,7649652331.703362,2,2020,rajasthan,11146
karauli district,1408933,2391025440.215171,2,2020,rajasthan,11147
udaipur district,2293910,3491313530.8165183,2,2020,rajasthan,11148
dausa district,2849821,4537835885.880779,2,2020,rajasthan,11149
nagaur district,2506689,4856436699.305586,2,2020,rajasthan,11150
bharatpur district,1861557,3561067370.5168934,2,2020,rajasthan,11151
barmer district,2038065,4156124012.015107,2,2020,rajasthan,11152
ajmer district,2539677,4723275736.995972,2,2020,rajasthan,11153
chittorgarh district,1324205,2449356727.6062727,2,2020,rajasthan,11154
hanumangarh district,1460018,3028804525.626914,2,2020,rajasthan,11155
pratapgarh district,321199,639106489.104912,2,2020,rajasthan,11156
sawai madhopur district,1736691,2726823528.094435,2,2020,rajasthan,11157
jalore district,1019723,1882434514.408681,2,2020,rajasthan,11158
bikaner district,2034733,3703555515.234845,2,2020,rajasthan,11159
sikar district,3448263,6813435569.801193,2,2020,rajasthan,11160
dholpur district,614600,1206739831.840661,2,2020,rajasthan,11161
sirohi district,696555,1088938588.309726,2,2020,rajasthan,11162
rajsamand district,917992,1695442006.4724162,2,2020,rajasthan,11163
jaisalmer district,747477,1378478711.937582,2,2020,rajasthan,11164
bundi district,878144,1460564007.874974,2,2020,rajasthan,11165
jhalawar district,1120590,2559982781.957657,2,2020,rajasthan,11166
alwar district,5981709,10239649719.69032,2,2020,rajasthan,11167
kota district,2674020,4271159445.430205,2,2020,rajasthan,11168
jhunjhunu district,2242392,4325892021.664874,2,2020,rajasthan,11169
pali district,1854914,3848648123.847779,3,2020,rajasthan,11170
ganganagar district,2506247,5401051022.84089,3,2020,rajasthan,11171
churu district,1745171,3918241716.062034,3,2020,rajasthan,11172
jaipur district,71797182,138189424031.45752,3,2020,rajasthan,11173
baran district,990694,1781540360.357932,3,2020,rajasthan,11174
bhilwara district,4656173,9414793215.559494,3,2020,rajasthan,11175
banswara district,402498,880276877.6494943,3,2020,rajasthan,11176
dungarpur district,381150,780764641.8344581,3,2020,rajasthan,11177
tonk district,2296368,3947608431.004384,3,2020,rajasthan,11178
jodhpur district,6262826,13714122197.99096,3,2020,rajasthan,11179
karauli district,1489891,2839657293.7414007,3,2020,rajasthan,11180
udaipur district,3836995,6351934008.147478,3,2020,rajasthan,11181
dausa district,3552220,5920927935.593803,3,2020,rajasthan,11182
nagaur district,3048026,6903346685.307568,3,2020,rajasthan,11183
bharatpur district,2064445,4350126191.267549,3,2020,rajasthan,11184
barmer district,2386729,5803287089.799196,3,2020,rajasthan,11185
ajmer district,3910137,8288212743.525795,3,2020,rajasthan,11186
chittorgarh district,1806035,3708385692.6832366,3,2020,rajasthan,11187
hanumangarh district,1785890,3999623394.836357,3,2020,rajasthan,11188
pratapgarh district,360412,800605053.185355,3,2020,rajasthan,11189
sawai madhopur district,2157237,3506697099.67498,3,2020,rajasthan,11190
jalore district,1154031,2737316593.1965013,3,2020,rajasthan,11191
bikaner district,2716423,5489007985.768954,3,2020,rajasthan,11192
sikar district,4567655,9916206321.877428,3,2020,rajasthan,11193
dholpur district,662790,1506195340.967524,3,2020,rajasthan,11194
sirohi district,931740,1721461838.8895,3,2020,rajasthan,11195
rajsamand district,1127177,2386997647.890356,3,2020,rajasthan,11196
jaisalmer district,916827,1932636842.639719,3,2020,rajasthan,11197
bundi district,1081850,1857526775.1413832,3,2020,rajasthan,11198
jhalawar district,1396419,3037588892.6828537,3,2020,rajasthan,11199
alwar district,7995044,14617913028.15231,3,2020,rajasthan,11200
kota district,4442791,8027789840.771694,3,2020,rajasthan,11201
jhunjhunu district,2804689,6098391248.110208,3,2020,rajasthan,11202
pali district,2663178,5830180712.220648,4,2020,rajasthan,11203
ganganagar district,3623577,7936384991.350761,4,2020,rajasthan,11204
churu district,2461810,5879435914.898094,4,2020,rajasthan,11205
jaipur district,82378485,159641718978.4174,4,2020,rajasthan,11206
baran district,1380743,2548027239.682412,4,2020,rajasthan,11207
bhilwara district,6669204,13765886969.320032,4,2020,rajasthan,11208
banswara district,627538,1380321074.4437902,4,2020,rajasthan,11209
dungarpur district,555914,1180558251.276565,4,2020,rajasthan,11210
tonk district,3203388,5701339582.338162,4,2020,rajasthan,11211
jodhpur district,8568947,19107841742.13882,4,2020,rajasthan,11212
karauli district,1675614,3453137389.217123,4,2020,rajasthan,11213
udaipur district,5631994,9376663713.630651,4,2020,rajasthan,11214
dausa district,3972332,7263765843.49966,4,2020,rajasthan,11215
nagaur district,4447471,10913756198.46122,4,2020,rajasthan,11216
bharatpur district,2744055,5971854299.364285,4,2020,rajasthan,11217
barmer district,3449878,8672444321.318497,4,2020,rajasthan,11218
ajmer district,5843422,12526263260.900742,4,2020,rajasthan,11219
chittorgarh district,2615839,5457760762.425953,4,2020,rajasthan,11220
hanumangarh district,2508714,5925971726.351674,4,2020,rajasthan,11221
pratapgarh district,492384,1136165440.842043,4,2020,rajasthan,11222
sawai madhopur district,2509016,4393102786.174933,4,2020,rajasthan,11223
jalore district,1575662,3942410356.803776,4,2020,rajasthan,11224
bikaner district,4005208,8393453473.061909,4,2020,rajasthan,11225
sikar district,6635869,15551286576.699251,4,2020,rajasthan,11226
dholpur district,936119,2216588503.2858973,4,2020,rajasthan,11227
sirohi district,1355839,2570610442.3804703,4,2020,rajasthan,11228
rajsamand district,1614361,3430500719.049808,4,2020,rajasthan,11229
jaisalmer district,1431699,3080601567.7706223,4,2020,rajasthan,11230
bundi district,1553114,2682280736.4786053,4,2020,rajasthan,11231
jhalawar district,1906726,4062512989.452203,4,2020,rajasthan,11232
alwar district,10874361,21064630283.17598,4,2020,rajasthan,11233
kota district,6392503,11328763287.37136,4,2020,rajasthan,11234
jhunjhunu district,3978471,9648559702.703947,4,2020,rajasthan,11235
pali district,2984309,6767220860.030827,1,2021,rajasthan,11236
ganganagar district,4118972,8871371302.649477,1,2021,rajasthan,11237
churu district,2731771,6726856130.476598,1,2021,rajasthan,11238
jaipur district,125917532,223771205713.2528,1,2021,rajasthan,11239
baran district,1448642,2847364293.49696,1,2021,rajasthan,11240
bhilwara district,7672484,16416337441.88586,1,2021,rajasthan,11241
banswara district,691566,1624792469.8183863,1,2021,rajasthan,11242
dungarpur district,611490,1372686858.4650002,1,2021,rajasthan,11243
tonk district,3421206,6186398097.858411,1,2021,rajasthan,11244
jodhpur district,11409882,24774598219.40748,1,2021,rajasthan,11245
karauli district,1925731,3977897318.1640472,1,2021,rajasthan,11246
udaipur district,6826421,10957000441.95284,1,2021,rajasthan,11247
dausa district,4999310,8786072971.794996,1,2021,rajasthan,11248
nagaur district,4976059,12761075159.69016,1,2021,rajasthan,11249
bharatpur district,3042043,6708987385.966143,1,2021,rajasthan,11250
barmer district,4110660,11264935915.74104,1,2021,rajasthan,11251
ajmer district,7053995,15317166377.740871,1,2021,rajasthan,11252
chittorgarh district,2948289,6425179621.944645,1,2021,rajasthan,11253
hanumangarh district,2701068,6539912589.393607,1,2021,rajasthan,11254
pratapgarh district,538169,1351138009.419731,1,2021,rajasthan,11255
sawai madhopur district,3177944,5382039395.280781,1,2021,rajasthan,11256
jalore district,1718704,4884080088.37758,1,2021,rajasthan,11257
bikaner district,4734203,10056780359.68962,1,2021,rajasthan,11258
sikar district,7581768,17303999484.26867,1,2021,rajasthan,11259
dholpur district,999900,2398002048.15006,1,2021,rajasthan,11260
sirohi district,1515460,3035265055.338119,1,2021,rajasthan,11261
rajsamand district,1840526,4042427825.422976,1,2021,rajasthan,11262
jaisalmer district,1725745,3811332821.176595,1,2021,rajasthan,11263
bundi district,1683993,3089653093.519732,1,2021,rajasthan,11264
jhalawar district,2097068,4661637193.755166,1,2021,rajasthan,11265
alwar district,12041829,23497000298.13838,1,2021,rajasthan,11266
kota district,9133910,15546647728.08622,1,2021,rajasthan,11267
jhunjhunu district,4350270,10335519087.29265,1,2021,rajasthan,11268
pali district,3745421,7957453111.07078,2,2021,rajasthan,11269
ganganagar district,4753914,10746504871.42194,2,2021,rajasthan,11270
churu district,3649018,8499729274.317602,2,2021,rajasthan,11271
jaipur district,137247139,248390977964.5578,2,2021,rajasthan,11272
baran district,1657148,3411039142.94718,2,2021,rajasthan,11273
bhilwara district,8735150,17984159143.103912,2,2021,rajasthan,11274
banswara district,848559,1987559372.910745,2,2021,rajasthan,11275
dungarpur district,760275,1594168931.403626,2,2021,rajasthan,11276
tonk district,4093452,7422412798.293737,2,2021,rajasthan,11277
jodhpur district,12941666,27913789331.6406,2,2021,rajasthan,11278
karauli district,2869692,5673272614.106146,2,2021,rajasthan,11279
udaipur district,6280736,10800769537.66155,2,2021,rajasthan,11280
dausa district,6410357,10828124760.83803,2,2021,rajasthan,11281
nagaur district,6493229,15639817785.86477,2,2021,rajasthan,11282
bharatpur district,4010426,8730800909.246675,2,2021,rajasthan,11283
barmer district,5379586,13831654569.476778,2,2021,rajasthan,11284
ajmer district,7863986,16687418391.085722,2,2021,rajasthan,11285
chittorgarh district,3344931,7084417204.510359,2,2021,rajasthan,11286
hanumangarh district,3380981,8144091679.287373,2,2021,rajasthan,11287
pratapgarh district,671704,1622148152.0828612,2,2021,rajasthan,11288
sawai madhopur district,3904625,6665184242.376054,2,2021,rajasthan,11289
jalore district,2313815,6248659227.432692,2,2021,rajasthan,11290
bikaner district,5602946,11924692955.14909,2,2021,rajasthan,11291
sikar district,8840543,19750164303.67476,2,2021,rajasthan,11292
dholpur district,1328838,3139295693.4484067,2,2021,rajasthan,11293
sirohi district,1706489,3292314136.295942,2,2021,rajasthan,11294
rajsamand district,2176976,4463576166.852329,2,2021,rajasthan,11295
jaisalmer district,2072381,4346891100.606836,2,2021,rajasthan,11296
bundi district,1995615,3857748495.347121,2,2021,rajasthan,11297
jhalawar district,2408252,5698521651.03492,2,2021,rajasthan,11298
alwar district,14291357,26436939537.75768,2,2021,rajasthan,11299
kota district,9960676,18087598514.48891,2,2021,rajasthan,11300
jhunjhunu district,5737156,12840869598.94689,2,2021,rajasthan,11301
pali district,4825668,10052201779.64749,3,2021,rajasthan,11302
ganganagar district,6733698,13200151369.29735,3,2021,rajasthan,11303
churu district,4742306,10642136840.109253,3,2021,rajasthan,11304
jaipur district,193839196,313664435689.2998,3,2021,rajasthan,11305
baran district,2156975,3989332794.864473,3,2021,rajasthan,11306
bhilwara district,12558408,23899765687.00115,3,2021,rajasthan,11307
banswara district,1193693,2610850743.700395,3,2021,rajasthan,11308
dungarpur district,1021896,2146022634.2721648,3,2021,rajasthan,11309
tonk district,5293345,8710526983.57809,3,2021,rajasthan,11310
jodhpur district,19263957,38514689412.99684,3,2021,rajasthan,11311
karauli district,3221955,5947115163.517382,3,2021,rajasthan,11312
udaipur district,10000681,15950385929.05402,3,2021,rajasthan,11313
dausa district,8175162,12267753350.99964,3,2021,rajasthan,11314
nagaur district,8542495,19712431242.60742,3,2021,rajasthan,11315
bharatpur district,4840142,9542568538.446917,3,2021,rajasthan,11316
barmer district,7369389,17897391704.43372,3,2021,rajasthan,11317
ajmer district,12039695,23974005140.503323,3,2021,rajasthan,11318
chittorgarh district,4916314,9584592196.425575,3,2021,rajasthan,11319
hanumangarh district,4401750,9676935141.552437,3,2021,rajasthan,11320
pratapgarh district,951737,2170354158.681645,3,2021,rajasthan,11321
sawai madhopur district,4881323,7329478651.814055,3,2021,rajasthan,11322
jalore district,2769584,7412183523.388388,3,2021,rajasthan,11323
bikaner district,7999407,15396174302.547367,3,2021,rajasthan,11324
sikar district,12157675,24859966680.62327,3,2021,rajasthan,11325
dholpur district,1667722,3666631213.5705857,3,2021,rajasthan,11326
sirohi district,2429857,4593398470.638926,3,2021,rajasthan,11327
rajsamand district,3136695,6345862851.265483,3,2021,rajasthan,11328
jaisalmer district,3120934,6241304259.45832,3,2021,rajasthan,11329
bundi district,2707584,4521278251.580663,3,2021,rajasthan,11330
jhalawar district,3141862,6253079109.368879,3,2021,rajasthan,11331
alwar district,18956440,31796623472.554592,3,2021,rajasthan,11332
kota district,13858632,22356848820.753063,3,2021,rajasthan,11333
jhunjhunu district,7368576,15584852433.93072,3,2021,rajasthan,11334
pali district,6057183,12994115234.340431,4,2021,rajasthan,11335
ganganagar district,8184243,16810621864.152512,4,2021,rajasthan,11336
churu district,5935726,14118707638.2565,4,2021,rajasthan,11337
jaipur district,231804892,394435778364.01416,4,2021,rajasthan,11338
baran district,2793598,5264026397.197662,4,2021,rajasthan,11339
bhilwara district,15373212,29555829037.16449,4,2021,rajasthan,11340
banswara district,1550961,3356204177.09992,4,2021,rajasthan,11341
dungarpur district,1353577,2828675179.088701,4,2021,rajasthan,11342
tonk district,6584281,11053638122.75554,4,2021,rajasthan,11343
jodhpur district,23671637,49201187505.37327,4,2021,rajasthan,11344
karauli district,4265646,8113128022.069072,4,2021,rajasthan,11345
udaipur district,12082286,19874244609.252956,4,2021,rajasthan,11346
dausa district,10142219,16190233721.3455,4,2021,rajasthan,11347
nagaur district,10615952,25959911336.42821,4,2021,rajasthan,11348
bharatpur district,6438461,12862157301.664549,4,2021,rajasthan,11349
barmer district,9363927,22313160419.5616,4,2021,rajasthan,11350
ajmer district,15049250,31040109507.97083,4,2021,rajasthan,11351
chittorgarh district,6261904,12222272566.09154,4,2021,rajasthan,11352
hanumangarh district,5310780,12582463280.759691,4,2021,rajasthan,11353
pratapgarh district,1246112,2850194415.785229,4,2021,rajasthan,11354
sawai madhopur district,6211420,9792493809.93205,4,2021,rajasthan,11355
jalore district,3636011,9829253225.773851,4,2021,rajasthan,11356
bikaner district,9810932,19930824235.99636,4,2021,rajasthan,11357
sikar district,14946567,32671486020.05114,4,2021,rajasthan,11358
dholpur district,2276540,5074521349.039705,4,2021,rajasthan,11359
sirohi district,2938452,5709723256.685272,4,2021,rajasthan,11360
rajsamand district,3904566,7888825387.672116,4,2021,rajasthan,11361
jaisalmer district,4360030,8928650729.233105,4,2021,rajasthan,11362
bundi district,3509775,5985136286.115728,4,2021,rajasthan,11363
jhalawar district,4094768,8244372847.326485,4,2021,rajasthan,11364
alwar district,23661509,40984441151.3427,4,2021,rajasthan,11365
kota district,14912645,24168234009.30399,4,2021,rajasthan,11366
jhunjhunu district,9272535,21099797535.47456,4,2021,rajasthan,11367
pali district,7186562,14978683154.30138,1,2022,rajasthan,11368
ganganagar district,9951712,19810362020.41737,1,2022,rajasthan,11369
churu district,7027393,16182079348.55066,1,2022,rajasthan,11370
jaipur district,262950613,434507898653.2288,1,2022,rajasthan,11371
baran district,3313639,6075628390.959345,1,2022,rajasthan,11372
bhilwara district,18219742,34832214592.68741,1,2022,rajasthan,11373
banswara district,1934543,4305963325.291948,1,2022,rajasthan,11374
dungarpur district,1601893,3333483354.565768,1,2022,rajasthan,11375
tonk district,7525693,12353743560.603868,1,2022,rajasthan,11376
jodhpur district,27810577,56966935615.030495,1,2022,rajasthan,11377
karauli district,4947468,8967316935.909687,1,2022,rajasthan,11378
udaipur district,13527713,22322610837.972816,1,2022,rajasthan,11379
dausa district,11542170,17674189167.00492,1,2022,rajasthan,11380
nagaur district,12629151,30251543728.242832,1,2022,rajasthan,11381
bharatpur district,7655860,14512910848.443262,1,2022,rajasthan,11382
barmer district,11519794,27090053338.4531,1,2022,rajasthan,11383
ajmer district,17973292,36567659945.04271,1,2022,rajasthan,11384
chittorgarh district,7428622,14456333123.863829,1,2022,rajasthan,11385
hanumangarh district,6377544,14758711603.37489,1,2022,rajasthan,11386
pratapgarh district,1599079,3515635369.540432,1,2022,rajasthan,11387
sawai madhopur district,7216366,11027855832.279509,1,2022,rajasthan,11388
jalore district,4491298,12375235222.293482,1,2022,rajasthan,11389
bikaner district,11656264,23262580003.21299,1,2022,rajasthan,11390
sikar district,16975662,35691652892.445,1,2022,rajasthan,11391
dholpur district,2778999,5894331701.791256,1,2022,rajasthan,11392
sirohi district,3353014,6402432686.378646,1,2022,rajasthan,11393
rajsamand district,4525911,9132121086.433088,1,2022,rajasthan,11394
jaisalmer district,4838533,9233715982.400576,1,2022,rajasthan,11395
bundi district,4151689,6974583851.094925,1,2022,rajasthan,11396
jhalawar district,5038482,9563582630.651922,1,2022,rajasthan,11397
alwar district,27462202,46051829716.346725,1,2022,rajasthan,11398
kota district,19207151,30335394639.44809,1,2022,rajasthan,11399
jhunjhunu district,10543589,22640907821.86682,1,2022,rajasthan,11400
pali district,8668074,17160215080.70387,2,2022,rajasthan,11401
ganganagar district,11882025,22557602051.766148,2,2022,rajasthan,11402
churu district,8257600,18081738963.407223,2,2022,rajasthan,11403
jaipur district,314511010,497492495896.22046,2,2022,rajasthan,11404
baran district,3685832,7229260131.890043,2,2022,rajasthan,11405
bhilwara district,20131391,38273076738.35588,2,2022,rajasthan,11406
banswara district,2337103,4900005809.650964,2,2022,rajasthan,11407
dungarpur district,1899171,3638952978.96605,2,2022,rajasthan,11408
tonk district,8150133,13811523631.619991,2,2022,rajasthan,11409
jodhpur district,31463295,61614349060.01106,2,2022,rajasthan,11410
karauli district,5012114,9206349483.513716,2,2022,rajasthan,11411
udaipur district,15896129,24912652507.99956,2,2022,rajasthan,11412
dausa district,12578789,19527845596.3478,2,2022,rajasthan,11413
nagaur district,14631304,33408260595.26595,2,2022,rajasthan,11414
bharatpur district,8637412,16444974525.83487,2,2022,rajasthan,11415
barmer district,13273476,29634982538.37455,2,2022,rajasthan,11416
ajmer district,20900496,40715583331.30888,2,2022,rajasthan,11417
chittorgarh district,8396831,16148783709.582651,2,2022,rajasthan,11418
hanumangarh district,7429430,16401668344.54299,2,2022,rajasthan,11419
pratapgarh district,1885590,4033817039.1935577,2,2022,rajasthan,11420
sawai madhopur district,7873045,12262315403.64523,2,2022,rajasthan,11421
jalore district,5321185,14025921249.71508,2,2022,rajasthan,11422
bikaner district,13694139,26087476960.41298,2,2022,rajasthan,11423
sikar district,19932783,40102076741.92371,2,2022,rajasthan,11424
dholpur district,3298278,6894675131.05862,2,2022,rajasthan,11425
sirohi district,4023871,7194139293.674582,2,2022,rajasthan,11426
rajsamand district,5301424,10184357986.945507,2,2022,rajasthan,11427
jaisalmer district,5269349,9862231669.414536,2,2022,rajasthan,11428
bundi district,4673601,8088389075.404288,2,2022,rajasthan,11429
jhalawar district,5465987,10395227508.43199,2,2022,rajasthan,11430
alwar district,31488094,50746151172.86586,2,2022,rajasthan,11431
kota district,22930803,36055197912.07001,2,2022,rajasthan,11432
jhunjhunu district,12270386,25741220480.27944,2,2022,rajasthan,11433
pali district,9383118,16882438860.1925,3,2022,rajasthan,11434
ganganagar district,12803386,22240341715.78325,3,2022,rajasthan,11435
churu district,8783655,17976361125.25035,3,2022,rajasthan,11436
jaipur district,377469909,564818218571.2905,3,2022,rajasthan,11437
baran district,4125706,6742397008.271659,3,2022,rajasthan,11438
bhilwara district,22210445,37982785217.26295,3,2022,rajasthan,11439
banswara district,2551714,4868669663.686186,3,2022,rajasthan,11440
dungarpur district,1877661,3540885656.217245,3,2022,rajasthan,11441
tonk district,9710550,14504363314.95301,3,2022,rajasthan,11442
jodhpur district,44177624,78522559026.67796,3,2022,rajasthan,11443
karauli district,5485874,8907060018.165571,3,2022,rajasthan,11444
udaipur district,17437737,26920987876.54088,3,2022,rajasthan,11445
dausa district,12485930,17906746198.244762,3,2022,rajasthan,11446
nagaur district,17110682,34696357961.3792,3,2022,rajasthan,11447
bharatpur district,8864216,15557212790.84846,3,2022,rajasthan,11448
barmer district,13922134,27600044726.48351,3,2022,rajasthan,11449
ajmer district,28082495,49547976214.07847,3,2022,rajasthan,11450
chittorgarh district,8973197,15910570305.15248,3,2022,rajasthan,11451
hanumangarh district,8622983,16877518968.36863,3,2022,rajasthan,11452
pratapgarh district,2199404,3978539086.514776,3,2022,rajasthan,11453
sawai madhopur district,8296430,11364739097.257,3,2022,rajasthan,11454
jalore district,5150635,12265545245.71053,3,2022,rajasthan,11455
bikaner district,15580963,27371553576.15289,3,2022,rajasthan,11456
sikar district,21334188,40269671901.04936,3,2022,rajasthan,11457
dholpur district,3455237,6522103060.292556,3,2022,rajasthan,11458
sirohi district,4160902,7173102737.4551525,3,2022,rajasthan,11459
rajsamand district,5484975,10019131487.4964,3,2022,rajasthan,11460
jaisalmer district,5783678,9725918865.998837,3,2022,rajasthan,11461
bundi district,5110230,7814818175.588695,3,2022,rajasthan,11462
jhalawar district,5868488,9351119284.03515,3,2022,rajasthan,11463
alwar district,35823235,53614596972.02946,3,2022,rajasthan,11464
kota district,22439613,32238127933.327984,3,2022,rajasthan,11465
jhunjhunu district,12774366,24776793676.52417,3,2022,rajasthan,11466
pali district,10687142,19884419970.4767,4,2022,rajasthan,11467
ganganagar district,14030401,25826856912.73036,4,2022,rajasthan,11468
churu district,9452402,20708697989.79863,4,2022,rajasthan,11469
jaipur district,404922774,635458549842.8215,4,2022,rajasthan,11470
baran district,5031278,8386783739.108583,4,2022,rajasthan,11471
bhilwara district,27720484,47886590518.51659,4,2022,rajasthan,11472
banswara district,3121397,5651556910.360752,4,2022,rajasthan,11473
dungarpur district,2237173,4156369821.174698,4,2022,rajasthan,11474
tonk district,10011229,15727892323.595812,4,2022,rajasthan,11475
jodhpur district,65465040,116215227388.4156,4,2022,rajasthan,11476
karauli district,6393789,10633788953.194689,4,2022,rajasthan,11477
udaipur district,26954261,41938245496.56419,4,2022,rajasthan,11478
dausa district,14234349,21761198700.450893,4,2022,rajasthan,11479
nagaur district,20286836,43215070664.43903,4,2022,rajasthan,11480
bharatpur district,11015440,19248137810.64759,4,2022,rajasthan,11481
barmer district,15852440,31377555272.69087,4,2022,rajasthan,11482
ajmer district,27641155,51933913055.118645,4,2022,rajasthan,11483
chittorgarh district,9828534,18083165087.10632,4,2022,rajasthan,11484
hanumangarh district,9449022,19615022393.032658,4,2022,rajasthan,11485
pratapgarh district,2356939,4292007343.018534,4,2022,rajasthan,11486
sawai madhopur district,8855496,13187564165.09026,4,2022,rajasthan,11487
jalore district,6459635,15044710483.35172,4,2022,rajasthan,11488
bikaner district,16072144,30210151812.09784,4,2022,rajasthan,11489
sikar district,23710055,48095846111.824425,4,2022,rajasthan,11490
dholpur district,4127164,7920407018.54721,4,2022,rajasthan,11491
sirohi district,4625219,8190561974.079561,4,2022,rajasthan,11492
rajsamand district,6151542,11284318473.012932,4,2022,rajasthan,11493
jaisalmer district,6820292,12276117814.19853,4,2022,rajasthan,11494
bundi district,5866314,9265489222.776516,4,2022,rajasthan,11495
jhalawar district,6716599,11281766014.824902,4,2022,rajasthan,11496
alwar district,38922404,61077684974.04574,4,2022,rajasthan,11497
kota district,26571402,37841298987.05793,4,2022,rajasthan,11498
jhunjhunu district,13984497,29279732154.496357,4,2022,rajasthan,11499
south district,11355,16098282.74814038,1,2018,sikkim,11500
west district,4845,7468491.334182342,1,2018,sikkim,11501
east district,24432,35907388.05486955,1,2018,sikkim,11502
north district,3446,5176776.803176152,1,2018,sikkim,11503
south district,16740,27651617.53453527,2,2018,sikkim,11504
west district,10671,19368446.48352459,2,2018,sikkim,11505
east district,40432,83823658.19224699,2,2018,sikkim,11506
north district,6735,12849363.31948872,2,2018,sikkim,11507
south district,24662,40036375.9623436,3,2018,sikkim,11508
west district,14121,33797876.56771384,3,2018,sikkim,11509
east district,59571,133322127.0282345,3,2018,sikkim,11510
north district,10146,27923847.3950256,3,2018,sikkim,11511
south district,34495,60113689.048481904,4,2018,sikkim,11512
west district,19567,51859359.64770544,4,2018,sikkim,11513
east district,84485,216960325.3514889,4,2018,sikkim,11514
north district,15986,54207984.03057738,4,2018,sikkim,11515
south district,47506,76869333.72007152,1,2019,sikkim,11516
west district,21489,46329216.02416058,1,2019,sikkim,11517
east district,155482,291845617.9832262,1,2019,sikkim,11518
north district,15810,42949466.65663589,1,2019,sikkim,11519
south district,45712,82937894.82004634,2,2019,sikkim,11520
west district,26024,63325567.84238531,2,2019,sikkim,11521
east district,297652,538259507.8024242,2,2019,sikkim,11522
north district,18856,54371272.97108512,2,2019,sikkim,11523
south district,61142,106415589.26391,3,2019,sikkim,11524
west district,33550,66514136.57564781,3,2019,sikkim,11525
east district,429201,643298304.6767757,3,2019,sikkim,11526
north district,28543,68488417.92409426,3,2019,sikkim,11527
south district,73099,121803196.1460472,4,2019,sikkim,11528
west district,43955,92445262.76900172,4,2019,sikkim,11529
east district,616761,877636921.1534437,4,2019,sikkim,11530
north district,33255,84624221.58772576,4,2019,sikkim,11531
south district,82456,138401236.4081525,1,2020,sikkim,11532
west district,49913,100981561.51060592,1,2020,sikkim,11533
east district,360279,729478141.5689781,1,2020,sikkim,11534
north district,35470,84615332.45666516,1,2020,sikkim,11535
south district,95669,152837659.2195682,2,2020,sikkim,11536
west district,69860,121265798.69496222,2,2020,sikkim,11537
east district,304581,653853477.4965272,2,2020,sikkim,11538
north district,47621,126661852.8502087,2,2020,sikkim,11539
south district,104888,202497013.72661647,3,2020,sikkim,11540
west district,79994,165556236.37028113,3,2020,sikkim,11541
east district,353881,869648385.4220288,3,2020,sikkim,11542
north district,57672,163225093.14147192,3,2020,sikkim,11543
south district,130339,292804584.22659683,4,2020,sikkim,11544
west district,95163,245657098.1295363,4,2020,sikkim,11545
east district,428732,1129627876.117159,4,2020,sikkim,11546
north district,80801,251186246.6496318,4,2020,sikkim,11547
south district,127233,310128541.2402867,1,2021,sikkim,11548
west district,88532,254432217.495255,1,2021,sikkim,11549
east district,516158,1432658383.132336,1,2021,sikkim,11550
north district,68266,220448584.97284672,1,2021,sikkim,11551
south district,157530,344012187.23706484,2,2021,sikkim,11552
west district,102322,248942844.21008116,2,2021,sikkim,11553
east district,635504,1575867390.7924502,2,2021,sikkim,11554
north district,81358,256077157.4357005,2,2021,sikkim,11555
south district,188063,416609481.7028274,3,2021,sikkim,11556
west district,116665,312940476.1654818,3,2021,sikkim,11557
east district,757493,1937906268.9017413,3,2021,sikkim,11558
north district,98373,321880637.0383411,3,2021,sikkim,11559
south district,238464,546711693.4617903,4,2021,sikkim,11560
west district,146397,436365769.14490384,4,2021,sikkim,11561
east district,1071092,2791933180.383818,4,2021,sikkim,11562
north district,128392,421772618.6452949,4,2021,sikkim,11563
south district,281076,619438912.3531296,1,2022,sikkim,11564
west district,165446,468296204.3106276,1,2022,sikkim,11565
east district,1173942,2887894588.743505,1,2022,sikkim,11566
north district,123838,391801570.4561584,1,2022,sikkim,11567
south district,391808,756330708.2028978,2,2022,sikkim,11568
west district,215921,578171483.893582,2,2022,sikkim,11569
east district,1540255,3736097005.542384,2,2022,sikkim,11570
north district,174097,540506472.6682708,2,2022,sikkim,11571
south district,406488,760409362.3196087,3,2022,sikkim,11572
west district,204845,503543689.90772784,3,2022,sikkim,11573
east district,1604446,3375012613.049149,3,2022,sikkim,11574
north district,180979,523914878.6149709,3,2022,sikkim,11575
south district,410951,731151545.284701,4,2022,sikkim,11576
west district,222875,569473212.1510196,4,2022,sikkim,11577
east district,2227237,4615052808.218626,4,2022,sikkim,11578
north district,197276,542707823.7654651,4,2022,sikkim,11579
tiruchirappalli district,149186,262528157.21513468,1,2018,tamil-nadu,11580
ramanathapuram district,24581,45696810.24106984,1,2018,tamil-nadu,11581
krishnagiri district,153618,253907426.24551615,1,2018,tamil-nadu,11582
cuddalore district,89956,139521484.6215473,1,2018,tamil-nadu,11583
kancheepuram district,308279,538409899.0029244,1,2018,tamil-nadu,11584
tiruppur district,239740,423271979.6901945,1,2018,tamil-nadu,11585
dharmapuri district,63975,104176495.5090033,1,2018,tamil-nadu,11586
thoothukkudi district,37172,55782894.980059884,1,2018,tamil-nadu,11587
thanjavur district,88574,145796314.2349676,1,2018,tamil-nadu,11588
madurai district,129858,232151304.34595773,1,2018,tamil-nadu,11589
tiruvannamalai district,72372,91216191.6004422,1,2018,tamil-nadu,11590
