Place_Name,Registered_Users_Count,App_Openings,Quarter,Year,State
jamtara district,10659,0,1,2018,jharkhand
dumka district,16027,0,1,2018,jharkhand
koderma district,21423,0,1,2018,jharkhand
hazaribagh district,56421,0,1,2018,jharkhand
simdega district,2983,0,1,2018,jharkhand
garhwa district,14981,0,1,2018,jharkhand
saraikela kharsawan district,31177,0,1,2018,jharkhand
gumla district,6616,0,1,2018,jharkhand
chatra district,11805,0,1,2018,jharkhand
khunti district,4037,0,1,2018,jharkhand
dhanbad district,130195,0,1,2018,jharkhand
godda district,16608,0,1,2018,jharkhand
deoghar district,35229,0,1,2018,jharkhand
palamu district,31788,0,1,2018,jharkhand
latehar district,7580,0,1,2018,jharkhand
west singhbhum district,15529,0,1,2018,jharkhand
pakur district,6846,0,1,2018,jharkhand
lohardaga district,5431,0,1,2018,jharkhand
sahebganj district,12479,0,1,2018,jharkhand
giridih district,45940,0,1,2018,jharkhand
bokaro district,101673,0,1,2018,jharkhand
ramgarh district,51846,0,2,2018,jharkhand
ranchi district,216019,0,2,2018,jharkhand
east singhbhum district,142493,0,2,2018,jharkhand
jamtara district,15754,0,2,2018,jharkhand
dumka district,22385,0,2,2018,jharkhand
koderma district,28998,0,2,2018,jharkhand
hazaribagh district,78856,0,2,2018,jharkhand
simdega district,4315,0,2,2018,jharkhand
garhwa district,22429,0,2,2018,jharkhand
saraikela kharsawan district,43186,0,2,2018,jharkhand
gumla district,9302,0,2,2018,jharkhand
chatra district,17229,0,2,2018,jharkhand
khunti district,5835,0,2,2018,jharkhand
dhanbad district,181348,0,2,2018,jharkhand
godda district,23746,0,2,2018,jharkhand
deoghar district,50575,0,2,2018,jharkhand
palamu district,45659,0,2,2018,jharkhand
latehar district,11032,0,2,2018,jharkhand
west singhbhum district,22297,0,2,2018,jharkhand
pakur district,9475,0,2,2018,jharkhand
lohardaga district,7702,0,2,2018,jharkhand
sahebganj district,17195,0,2,2018,jharkhand
giridih district,63248,0,2,2018,jharkhand
bokaro district,139675,0,2,2018,jharkhand
ramgarh district,63704,0,3,2018,jharkhand
ranchi district,265341,0,3,2018,jharkhand
east singhbhum district,176668,0,3,2018,jharkhand
jamtara district,20471,0,3,2018,jharkhand
dumka district,28400,0,3,2018,jharkhand
koderma district,36314,0,3,2018,jharkhand
hazaribagh district,99502,0,3,2018,jharkhand
simdega district,5759,0,3,2018,jharkhand
garhwa district,30199,0,3,2018,jharkhand
saraikela kharsawan district,54706,0,3,2018,jharkhand
gumla district,12095,0,3,2018,jharkhand
chatra district,22931,0,3,2018,jharkhand
khunti district,8026,0,3,2018,jharkhand
dhanbad district,219103,0,3,2018,jharkhand
godda district,30225,0,3,2018,jharkhand
deoghar district,63814,0,3,2018,jharkhand
palamu district,59382,0,3,2018,jharkhand
latehar district,14871,0,3,2018,jharkhand
west singhbhum district,29036,0,3,2018,jharkhand
pakur district,12107,0,3,2018,jharkhand
lohardaga district,10207,0,3,2018,jharkhand
sahebganj district,21878,0,3,2018,jharkhand
giridih district,80440,0,3,2018,jharkhand
bokaro district,167183,0,3,2018,jharkhand
ramgarh district,78772,0,4,2018,jharkhand
ranchi district,326599,0,4,2018,jharkhand
east singhbhum district,217406,0,4,2018,jharkhand
jamtara district,26309,0,4,2018,jharkhand
dumka district,36099,0,4,2018,jharkhand
koderma district,45333,0,4,2018,jharkhand
hazaribagh district,126167,0,4,2018,jharkhand
simdega district,7712,0,4,2018,jharkhand
garhwa district,40041,0,4,2018,jharkhand
saraikela kharsawan district,68611,0,4,2018,jharkhand
gumla district,15753,0,4,2018,jharkhand
chatra district,30596,0,4,2018,jharkhand
khunti district,10206,0,4,2018,jharkhand
dhanbad district,268439,0,4,2018,jharkhand
godda district,38887,0,4,2018,jharkhand
deoghar district,80669,0,4,2018,jharkhand
palamu district,77478,0,4,2018,jharkhand
latehar district,19320,0,4,2018,jharkhand
west singhbhum district,37405,0,4,2018,jharkhand
pakur district,15419,0,4,2018,jharkhand
lohardaga district,13230,0,4,2018,jharkhand
sahebganj district,28138,0,4,2018,jharkhand
giridih district,103118,0,4,2018,jharkhand
bokaro district,202242,0,4,2018,jharkhand
ramgarh district,93606,0,1,2019,jharkhand
ranchi district,386608,0,1,2019,jharkhand
east singhbhum district,256344,0,1,2019,jharkhand
jamtara district,31881,0,1,2019,jharkhand
dumka district,43171,0,1,2019,jharkhand
koderma district,54059,0,1,2019,jharkhand
hazaribagh district,151904,0,1,2019,jharkhand
simdega district,9604,0,1,2019,jharkhand
garhwa district,49830,0,1,2019,jharkhand
saraikela kharsawan district,81052,0,1,2019,jharkhand
gumla district,19367,0,1,2019,jharkhand
chatra district,38103,0,1,2019,jharkhand
khunti district,12464,0,1,2019,jharkhand
dhanbad district,313255,0,1,2019,jharkhand
godda district,47481,0,1,2019,jharkhand
deoghar district,97449,0,1,2019,jharkhand
palamu district,94917,0,1,2019,jharkhand
latehar district,23885,0,1,2019,jharkhand
west singhbhum district,45300,0,1,2019,jharkhand
pakur district,19057,0,1,2019,jharkhand
lohardaga district,16058,0,1,2019,jharkhand
sahebganj district,34076,0,1,2019,jharkhand
giridih district,123889,0,1,2019,jharkhand
bokaro district,235969,0,1,2019,jharkhand
ramgarh district,106681,620109,2,2019,jharkhand
ranchi district,441616,2630101,2,2019,jharkhand
east singhbhum district,293761,1617866,2,2019,jharkhand
jamtara district,38190,143343,2,2019,jharkhand
dumka district,49461,238865,2,2019,jharkhand
koderma district,61305,368015,2,2019,jharkhand
hazaribagh district,174278,1185663,2,2019,jharkhand
simdega district,11491,49387,2,2019,jharkhand
garhwa district,58146,384220,2,2019,jharkhand
saraikela kharsawan district,91579,540602,2,2019,jharkhand
gumla district,22928,94141,2,2019,jharkhand
chatra district,44677,282074,2,2019,jharkhand
khunti district,14727,73934,2,2019,jharkhand
dhanbad district,350861,2002322,2,2019,jharkhand
godda district,54586,284339,2,2019,jharkhand
deoghar district,115129,498504,2,2019,jharkhand
palamu district,109508,658714,2,2019,jharkhand
latehar district,28215,201889,2,2019,jharkhand
west singhbhum district,53382,239884,2,2019,jharkhand
pakur district,22184,123261,2,2019,jharkhand
lohardaga district,18787,88845,2,2019,jharkhand
sahebganj district,39201,191204,2,2019,jharkhand
giridih district,140800,794100,2,2019,jharkhand
bokaro district,263361,1617684,2,2019,jharkhand
ramgarh district,119804,2267440,3,2019,jharkhand
ranchi district,495155,10129751,3,2019,jharkhand
east singhbhum district,329319,6050920,3,2019,jharkhand
jamtara district,44605,468395,3,2019,jharkhand
dumka district,54795,856263,3,2019,jharkhand
koderma district,67920,1212989,3,2019,jharkhand
hazaribagh district,196452,4356338,3,2019,jharkhand
simdega district,12955,159450,3,2019,jharkhand
garhwa district,65981,1257909,3,2019,jharkhand
saraikela kharsawan district,101247,2009557,3,2019,jharkhand
gumla district,26048,311673,3,2019,jharkhand
chatra district,50825,994108,3,2019,jharkhand
khunti district,16486,242909,3,2019,jharkhand
dhanbad district,388528,8240359,3,2019,jharkhand
godda district,60653,905058,3,2019,jharkhand
deoghar district,132603,1871907,3,2019,jharkhand
palamu district,123609,2175855,3,2019,jharkhand
latehar district,32061,717719,3,2019,jharkhand
west singhbhum district,60358,873324,3,2019,jharkhand
pakur district,25013,391373,3,2019,jharkhand
lohardaga district,21242,302878,3,2019,jharkhand
sahebganj district,43911,611414,3,2019,jharkhand
giridih district,155689,2634087,3,2019,jharkhand
bokaro district,290252,6462784,3,2019,jharkhand
ramgarh district,134423,2847207,4,2019,jharkhand
ranchi district,548293,11810321,4,2019,jharkhand
east singhbhum district,364379,7080865,4,2019,jharkhand
jamtara district,53422,699449,4,2019,jharkhand
dumka district,62129,1099247,4,2019,jharkhand
koderma district,75718,1615207,4,2019,jharkhand
hazaribagh district,222038,5339953,4,2019,jharkhand
simdega district,15055,239546,4,2019,jharkhand
garhwa district,76320,1731346,4,2019,jharkhand
saraikela kharsawan district,112827,2436243,4,2019,jharkhand
gumla district,30074,442354,4,2019,jharkhand
chatra district,58784,1340259,4,2019,jharkhand
khunti district,18867,313446,4,2019,jharkhand
dhanbad district,436201,10977420,4,2019,jharkhand
godda district,68844,1227420,4,2019,jharkhand
deoghar district,155132,2408742,4,2019,jharkhand
palamu district,141817,2998942,4,2019,jharkhand
latehar district,37036,884862,4,2019,jharkhand
west singhbhum district,68537,1149228,4,2019,jharkhand
pakur district,28972,524670,4,2019,jharkhand
lohardaga district,24330,414639,4,2019,jharkhand
sahebganj district,49836,803765,4,2019,jharkhand
giridih district,175648,3510788,4,2019,jharkhand
bokaro district,322689,8285870,4,2019,jharkhand
ramgarh district,149467,3234694,1,2020,jharkhand
ranchi district,602664,12670342,1,2020,jharkhand
east singhbhum district,398663,7560425,1,2020,jharkhand
jamtara district,62283,702395,1,2020,jharkhand
dumka district,69852,1172516,1,2020,jharkhand
koderma district,84331,1862938,1,2020,jharkhand
hazaribagh district,248710,5867137,1,2020,jharkhand
simdega district,17525,296335,1,2020,jharkhand
garhwa district,87607,2110569,1,2020,jharkhand
saraikela kharsawan district,124479,2627564,1,2020,jharkhand
gumla district,34702,527039,1,2020,jharkhand
chatra district,67305,1587493,1,2020,jharkhand
khunti district,21442,354137,1,2020,jharkhand
dhanbad district,479075,9614867,1,2020,jharkhand
godda district,77305,1404924,1,2020,jharkhand
deoghar district,179746,2757806,1,2020,jharkhand
palamu district,161215,3688215,1,2020,jharkhand
latehar district,42321,1057532,1,2020,jharkhand
west singhbhum district,77335,1328533,1,2020,jharkhand
pakur district,33331,593048,1,2020,jharkhand
lohardaga district,27627,483440,1,2020,jharkhand
sahebganj district,56249,960216,1,2020,jharkhand
giridih district,195939,3768943,1,2020,jharkhand
bokaro district,352220,7783605,1,2020,jharkhand
ramgarh district,165378,3567510,2,2020,jharkhand
ranchi district,658759,9561741,2,2020,jharkhand
east singhbhum district,434360,6992818,2,2020,jharkhand
jamtara district,73046,1036231,2,2020,jharkhand
dumka district,80010,1309799,2,2020,jharkhand
koderma district,94012,2276635,2,2020,jharkhand
hazaribagh district,276976,6078697,2,2020,jharkhand
simdega district,20958,375778,2,2020,jharkhand
garhwa district,100688,2708446,2,2020,jharkhand
saraikela kharsawan district,136923,2371618,2,2020,jharkhand
gumla district,40978,688946,2,2020,jharkhand
chatra district,77456,2137879,2,2020,jharkhand
khunti district,25097,427578,2,2020,jharkhand
dhanbad district,519732,8715419,2,2020,jharkhand
godda district,88221,1800387,2,2020,jharkhand
deoghar district,210740,3369491,2,2020,jharkhand
palamu district,183579,4618929,2,2020,jharkhand
latehar district,48794,1254156,2,2020,jharkhand
west singhbhum district,88090,1491416,2,2020,jharkhand
pakur district,38861,729837,2,2020,jharkhand
lohardaga district,31965,598456,2,2020,jharkhand
sahebganj district,64796,1199443,2,2020,jharkhand
giridih district,220721,5073397,2,2020,jharkhand
bokaro district,380895,7954669,2,2020,jharkhand
ramgarh district,182149,4719920,3,2020,jharkhand
ranchi district,722352,14371567,3,2020,jharkhand
east singhbhum district,476881,9601377,3,2020,jharkhand
jamtara district,82584,1071457,3,2020,jharkhand
dumka district,88903,1564610,3,2020,jharkhand
koderma district,103523,2918884,3,2020,jharkhand
hazaribagh district,306623,8188515,3,2020,jharkhand
simdega district,24233,453592,3,2020,jharkhand
garhwa district,112486,3145878,3,2020,jharkhand
saraikela kharsawan district,150480,3088081,3,2020,jharkhand
gumla district,46938,854422,3,2020,jharkhand
chatra district,86445,2422661,3,2020,jharkhand
khunti district,28530,538438,3,2020,jharkhand
dhanbad district,564484,11502948,3,2020,jharkhand
godda district,98410,2166338,3,2020,jharkhand
deoghar district,238221,4346879,3,2020,jharkhand
palamu district,204809,5512618,3,2020,jharkhand
latehar district,54768,1507817,3,2020,jharkhand
west singhbhum district,98640,1895347,3,2020,jharkhand
pakur district,44056,835095,3,2020,jharkhand
lohardaga district,36103,759662,3,2020,jharkhand
sahebganj district,73039,1451892,3,2020,jharkhand
giridih district,242810,5878227,3,2020,jharkhand
bokaro district,412560,10522559,3,2020,jharkhand
ramgarh district,199908,6042221,4,2020,jharkhand
ranchi district,791146,19830651,4,2020,jharkhand
east singhbhum district,520692,12669781,4,2020,jharkhand
jamtara district,90255,1051354,4,2020,jharkhand
dumka district,98398,1911871,4,2020,jharkhand
koderma district,113832,3687750,4,2020,jharkhand
hazaribagh district,337622,10727123,4,2020,jharkhand
simdega district,27521,561265,4,2020,jharkhand
garhwa district,125297,4029317,4,2020,jharkhand
saraikela kharsawan district,165120,3960287,4,2020,jharkhand
gumla district,52706,1073895,4,2020,jharkhand
chatra district,96589,2948733,4,2020,jharkhand
khunti district,31920,664446,4,2020,jharkhand
dhanbad district,614521,14915118,4,2020,jharkhand
godda district,108334,2359492,4,2020,jharkhand
deoghar district,261144,4446401,4,2020,jharkhand
palamu district,227735,6932382,4,2020,jharkhand
latehar district,61376,1886815,4,2020,jharkhand
west singhbhum district,109565,2393037,4,2020,jharkhand
pakur district,49145,990748,4,2020,jharkhand
lohardaga district,40149,928898,4,2020,jharkhand
sahebganj district,81607,1854693,4,2020,jharkhand
giridih district,266388,7122309,4,2020,jharkhand
bokaro district,446968,13322248,4,2020,jharkhand
ramgarh district,216188,6534314,1,2021,jharkhand
ranchi district,853943,24364256,1,2021,jharkhand
east singhbhum district,560083,13862208,1,2021,jharkhand
jamtara district,97127,1055011,1,2021,jharkhand
dumka district,106316,2134734,1,2021,jharkhand
koderma district,123296,4042931,1,2021,jharkhand
hazaribagh district,366460,12583272,1,2021,jharkhand
simdega district,30003,645261,1,2021,jharkhand
garhwa district,136634,4603704,1,2021,jharkhand
saraikela kharsawan district,177952,4356961,1,2021,jharkhand
gumla district,57454,1197448,1,2021,jharkhand
chatra district,105135,3325471,1,2021,jharkhand
khunti district,34728,743854,1,2021,jharkhand
dhanbad district,661077,15887183,1,2021,jharkhand
godda district,117166,2698124,1,2021,jharkhand
deoghar district,281799,4690063,1,2021,jharkhand
palamu district,247954,8066488,1,2021,jharkhand
latehar district,66756,2190635,1,2021,jharkhand
west singhbhum district,118302,2578239,1,2021,jharkhand
pakur district,53417,1136413,1,2021,jharkhand
lohardaga district,43640,1013709,1,2021,jharkhand
sahebganj district,88783,2200017,1,2021,jharkhand
giridih district,288800,7801690,1,2021,jharkhand
bokaro district,480036,14019345,1,2021,jharkhand
ramgarh district,231819,6897453,2,2021,jharkhand
ranchi district,913972,19524717,2,2021,jharkhand
east singhbhum district,598988,12301577,2,2021,jharkhand
jamtara district,104479,2126668,2,2021,jharkhand
dumka district,114356,4718005,2,2021,jharkhand
koderma district,132641,5645523,2,2021,jharkhand
hazaribagh district,393223,16248395,2,2021,jharkhand
simdega district,32588,2868439,2,2021,jharkhand
garhwa district,147560,9942378,2,2021,jharkhand
saraikela kharsawan district,190784,5627014,2,2021,jharkhand
gumla district,62413,4324289,2,2021,jharkhand
chatra district,113517,8089470,2,2021,jharkhand
khunti district,37571,2462593,2,2021,jharkhand
dhanbad district,707255,12468482,2,2021,jharkhand
godda district,125926,4183158,2,2021,jharkhand
deoghar district,302724,5493078,2,2021,jharkhand
palamu district,267081,13019054,2,2021,jharkhand
latehar district,72198,5660081,2,2021,jharkhand
west singhbhum district,127433,6082383,2,2021,jharkhand
pakur district,57693,2119481,2,2021,jharkhand
lohardaga district,47186,1885472,2,2021,jharkhand
sahebganj district,95632,3608898,2,2021,jharkhand
giridih district,311161,14594016,2,2021,jharkhand
bokaro district,513303,14343483,2,2021,jharkhand
ramgarh district,250016,8757056,3,2021,jharkhand
ranchi district,982147,27974257,3,2021,jharkhand
east singhbhum district,642805,16207989,3,2021,jharkhand
jamtara district,113199,2531677,3,2021,jharkhand
dumka district,124101,5890404,3,2021,jharkhand
koderma district,143395,6604614,3,2021,jharkhand
hazaribagh district,424328,21020796,3,2021,jharkhand
simdega district,35666,3575214,3,2021,jharkhand
garhwa district,160500,11129378,3,2021,jharkhand
saraikela kharsawan district,205625,7269417,3,2021,jharkhand
gumla district,68433,5329594,3,2021,jharkhand
chatra district,123490,9659396,3,2021,jharkhand
khunti district,41000,3160466,3,2021,jharkhand
dhanbad district,759888,15713561,3,2021,jharkhand
godda district,136332,4910183,3,2021,jharkhand
deoghar district,327586,6505237,3,2021,jharkhand
palamu district,289617,15151980,3,2021,jharkhand
latehar district,78586,7273256,3,2021,jharkhand
west singhbhum district,138137,8303956,3,2021,jharkhand
pakur district,62824,2830933,3,2021,jharkhand
lohardaga district,51347,2426133,3,2021,jharkhand
sahebganj district,103775,4587932,3,2021,jharkhand
giridih district,337529,16247750,3,2021,jharkhand
bokaro district,551517,17414819,3,2021,jharkhand
ramgarh district,267710,13128254,4,2021,jharkhand
ranchi district,1050479,47168019,4,2021,jharkhand
east singhbhum district,686766,25038156,4,2021,jharkhand
jamtara district,121635,2085697,4,2021,jharkhand
dumka district,133647,4199037,4,2021,jharkhand
koderma district,153951,9738720,4,2021,jharkhand
hazaribagh district,455411,26793581,4,2021,jharkhand
simdega district,38803,1446594,4,2021,jharkhand
garhwa district,173273,9706672,4,2021,jharkhand
saraikela kharsawan district,220378,8541090,4,2021,jharkhand
gumla district,74184,2452764,4,2021,jharkhand
chatra district,133013,7503063,4,2021,jharkhand
khunti district,44343,1587917,4,2021,jharkhand
dhanbad district,812467,30935388,4,2021,jharkhand
godda district,146344,5124535,4,2021,jharkhand
deoghar district,351728,9085059,4,2021,jharkhand
palamu district,311702,16858288,4,2021,jharkhand
latehar district,84949,4809991,4,2021,jharkhand
west singhbhum district,148470,5094641,4,2021,jharkhand
pakur district,67735,2181673,4,2021,jharkhand
lohardaga district,55415,2130989,4,2021,jharkhand
sahebganj district,111603,4772844,4,2021,jharkhand
giridih district,362829,18499654,4,2021,jharkhand
bokaro district,589361,26077383,4,2021,jharkhand
ramgarh district,284993,8511310,1,2022,jharkhand
ranchi district,1115386,25543169,1,2022,jharkhand
east singhbhum district,728043,16031807,1,2022,jharkhand
jamtara district,129831,5164704,1,2022,jharkhand
dumka district,142767,13991217,1,2022,jharkhand
koderma district,164357,8819732,1,2022,jharkhand
hazaribagh district,485388,28779029,1,2022,jharkhand
simdega district,41596,9873256,1,2022,jharkhand
garhwa district,186055,21084113,1,2022,jharkhand
saraikela kharsawan district,234284,10335365,1,2022,jharkhand
gumla district,79572,12854186,1,2022,jharkhand
chatra district,142601,20452172,1,2022,jharkhand
khunti district,47381,7503720,1,2022,jharkhand
dhanbad district,862955,8822023,1,2022,jharkhand
godda district,156522,7224128,1,2022,jharkhand
deoghar district,375345,7353380,1,2022,jharkhand
palamu district,333409,22076334,1,2022,jharkhand
latehar district,91046,16239357,1,2022,jharkhand
west singhbhum district,158559,19386712,1,2022,jharkhand
pakur district,72474,5284941,1,2022,jharkhand
lohardaga district,59387,4299614,1,2022,jharkhand
sahebganj district,119193,8177435,1,2022,jharkhand
giridih district,387949,27383023,1,2022,jharkhand
bokaro district,626182,16165254,1,2022,jharkhand
ramgarh district,301481,9587871,2,2022,jharkhand
ranchi district,1176707,28142010,2,2022,jharkhand
east singhbhum district,767451,16263585,2,2022,jharkhand
jamtara district,137308,5659295,2,2022,jharkhand
dumka district,150959,16407466,2,2022,jharkhand
koderma district,174032,10058229,2,2022,jharkhand
hazaribagh district,513316,34129603,2,2022,jharkhand
simdega district,43976,10782824,2,2022,jharkhand
garhwa district,197920,25679048,2,2022,jharkhand
saraikela kharsawan district,247346,11414366,2,2022,jharkhand
gumla district,84189,14156104,2,2022,jharkhand
chatra district,151181,23805097,2,2022,jharkhand
khunti district,50173,8397797,2,2022,jharkhand
dhanbad district,910885,8675771,2,2022,jharkhand
godda district,165751,8095464,2,2022,jharkhand
deoghar district,397542,8732015,2,2022,jharkhand
palamu district,353653,25412593,2,2022,jharkhand
latehar district,96644,18770145,2,2022,jharkhand
west singhbhum district,167576,22468923,2,2022,jharkhand
pakur district,76800,5884669,2,2022,jharkhand
lohardaga district,62940,5252772,2,2022,jharkhand
sahebganj district,126207,8936289,2,2022,jharkhand
giridih district,411014,34460111,2,2022,jharkhand
bokaro district,661123,17881438,2,2022,jharkhand
ramgarh district,318524,10565052,3,2022,jharkhand
ranchi district,1240013,29762965,3,2022,jharkhand
east singhbhum district,808077,19080052,3,2022,jharkhand
jamtara district,144946,6951045,3,2022,jharkhand
dumka district,159000,17861970,3,2022,jharkhand
koderma district,184029,11517574,3,2022,jharkhand
hazaribagh district,542145,39435599,3,2022,jharkhand
simdega district,46267,11005369,3,2022,jharkhand
garhwa district,209835,26599548,3,2022,jharkhand
saraikela kharsawan district,260605,12258879,3,2022,jharkhand
gumla district,88627,15813994,3,2022,jharkhand
chatra district,159669,25643565,3,2022,jharkhand
khunti district,52686,8212761,3,2022,jharkhand
dhanbad district,961257,8905102,3,2022,jharkhand
godda district,175220,9809370,3,2022,jharkhand
deoghar district,420404,10028375,3,2022,jharkhand
palamu district,374369,26034277,3,2022,jharkhand
latehar district,101957,22116894,3,2022,jharkhand
west singhbhum district,176299,24081508,3,2022,jharkhand
pakur district,81030,7662233,3,2022,jharkhand
lohardaga district,66559,6268805,3,2022,jharkhand
sahebganj district,133412,10421449,3,2022,jharkhand
giridih district,434250,36940894,3,2022,jharkhand
bokaro district,697249,17251580,3,2022,jharkhand
ramgarh district,334310,16495695,4,2022,jharkhand
ranchi district,1301412,62592229,4,2022,jharkhand
east singhbhum district,847360,33606713,4,2022,jharkhand
jamtara district,151622,3728480,4,2022,jharkhand
dumka district,165890,6661179,4,2022,jharkhand
koderma district,193342,14001821,4,2022,jharkhand
hazaribagh district,569551,35939746,4,2022,jharkhand
simdega district,48059,2324022,4,2022,jharkhand
garhwa district,220098,13827764,4,2022,jharkhand
saraikela kharsawan district,272780,13215875,4,2022,jharkhand
gumla district,92238,4009661,4,2022,jharkhand
chatra district,167214,11250042,4,2022,jharkhand
khunti district,54760,2405827,4,2022,jharkhand
dhanbad district,1009397,41243332,4,2022,jharkhand
godda district,183602,7399935,4,2022,jharkhand
deoghar district,441349,14145956,4,2022,jharkhand
palamu district,393187,22012636,4,2022,jharkhand
latehar district,106524,7428866,4,2022,jharkhand
west singhbhum district,183896,7511579,4,2022,jharkhand
pakur district,84785,3776642,4,2022,jharkhand
lohardaga district,69683,3276405,4,2022,jharkhand
sahebganj district,139992,6829003,4,2022,jharkhand
giridih district,454873,29229727,4,2022,jharkhand
bokaro district,731714,33185594,4,2022,jharkhand
mysuru district,150799,0,1,2018,karnataka
chitradurga district,41656,0,1,2018,karnataka
kalaburagi district,81933,0,1,2018,karnataka
ramanagara district,47100,0,1,2018,karnataka
mandya district,50951,0,1,2018,karnataka
kodagu district,14783,0,1,2018,karnataka
chikkamagaluru district,32240,0,1,2018,karnataka
haveri district,33262,0,1,2018,karnataka
ballari district,103566,0,1,2018,karnataka
belagavi district,140320,0,1,2018,karnataka
kolar district,60498,0,1,2018,karnataka
uttara kannada district,48635,0,1,2018,karnataka
tumakuru district,82955,0,1,2018,karnataka
yadgir district,21121,0,1,2018,karnataka
bengaluru urban district,1922368,0,1,2018,karnataka
chikkaballapura district,43074,0,1,2018,karnataka
davanagere district,68178,0,1,2018,karnataka
bagalkote district,63460,0,1,2018,karnataka
vijayapura district,68814,0,1,2018,karnataka
koppal district,34963,0,1,2018,karnataka
bidar district,58446,0,1,2018,karnataka
bengaluru rural district,87955,0,1,2018,karnataka
raichur district,58544,0,1,2018,karnataka
chamarajanagara district,17398,0,1,2018,karnataka
dakshina kannada district,87491,0,1,2018,karnataka
hassan district,51642,0,1,2018,karnataka
dharwad district,106877,0,1,2018,karnataka
shivamogga district,60797,0,1,2018,karnataka
udupi district,49362,0,1,2018,karnataka
gadag district,28575,0,1,2018,karnataka
mysuru district,205044,0,2,2018,karnataka
chitradurga district,59180,0,2,2018,karnataka
kalaburagi district,113205,0,2,2018,karnataka
ramanagara district,66427,0,2,2018,karnataka
mandya district,71274,0,2,2018,karnataka
kodagu district,20698,0,2,2018,karnataka
chikkamagaluru district,45442,0,2,2018,karnataka
haveri district,47272,0,2,2018,karnataka
ballari district,140995,0,2,2018,karnataka
belagavi district,194698,0,2,2018,karnataka
kolar district,84688,0,2,2018,karnataka
uttara kannada district,65063,0,2,2018,karnataka
tumakuru district,116855,0,2,2018,karnataka
yadgir district,30466,0,2,2018,karnataka
bengaluru urban district,2553312,0,2,2018,karnataka
chikkaballapura district,59818,0,2,2018,karnataka
davanagere district,94405,0,2,2018,karnataka
bagalkote district,86717,0,2,2018,karnataka
vijayapura district,95448,0,2,2018,karnataka
koppal district,48604,0,2,2018,karnataka
bidar district,79155,0,2,2018,karnataka
bengaluru rural district,121048,0,2,2018,karnataka
raichur district,81353,0,2,2018,karnataka
chamarajanagara district,24920,0,2,2018,karnataka
dakshina kannada district,118271,0,2,2018,karnataka
hassan district,73330,0,2,2018,karnataka
dharwad district,144884,0,2,2018,karnataka
shivamogga district,83122,0,2,2018,karnataka
udupi district,65245,0,2,2018,karnataka
gadag district,39726,0,2,2018,karnataka
mysuru district,262075,0,3,2018,karnataka
chitradurga district,77743,0,3,2018,karnataka
kalaburagi district,145495,0,3,2018,karnataka
ramanagara district,86752,0,3,2018,karnataka
mandya district,94630,0,3,2018,karnataka
kodagu district,27661,0,3,2018,karnataka
chikkamagaluru district,59911,0,3,2018,karnataka
haveri district,62080,0,3,2018,karnataka
ballari district,177311,0,3,2018,karnataka
belagavi district,252307,0,3,2018,karnataka
kolar district,110883,0,3,2018,karnataka
uttara kannada district,83866,0,3,2018,karnataka
tumakuru district,154217,0,3,2018,karnataka
yadgir district,40716,0,3,2018,karnataka
bengaluru urban district,3167597,0,3,2018,karnataka
chikkaballapura district,78717,0,3,2018,karnataka
davanagere district,120506,0,3,2018,karnataka
bagalkote district,110608,0,3,2018,karnataka
vijayapura district,124561,0,3,2018,karnataka
koppal district,62937,0,3,2018,karnataka
bidar district,102087,0,3,2018,karnataka
bengaluru rural district,156268,0,3,2018,karnataka
raichur district,104416,0,3,2018,karnataka
chamarajanagara district,33703,0,3,2018,karnataka
dakshina kannada district,153231,0,3,2018,karnataka
hassan district,99071,0,3,2018,karnataka
dharwad district,181324,0,3,2018,karnataka
shivamogga district,107293,0,3,2018,karnataka
udupi district,83838,0,3,2018,karnataka
gadag district,50845,0,3,2018,karnataka
mysuru district,341636,0,4,2018,karnataka
chitradurga district,101817,0,4,2018,karnataka
kalaburagi district,186668,0,4,2018,karnataka
ramanagara district,115881,0,4,2018,karnataka
mandya district,127238,0,4,2018,karnataka
kodagu district,37481,0,4,2018,karnataka
chikkamagaluru district,77854,0,4,2018,karnataka
haveri district,80957,0,4,2018,karnataka
ballari district,226336,0,4,2018,karnataka
belagavi district,328102,0,4,2018,karnataka
kolar district,157183,0,4,2018,karnataka
uttara kannada district,106612,0,4,2018,karnataka
tumakuru district,203805,0,4,2018,karnataka
yadgir district,53372,0,4,2018,karnataka
bengaluru urban district,4126734,0,4,2018,karnataka
chikkaballapura district,107403,0,4,2018,karnataka
davanagere district,155006,0,4,2018,karnataka
bagalkote district,140282,0,4,2018,karnataka
vijayapura district,160346,0,4,2018,karnataka
koppal district,81642,0,4,2018,karnataka
bidar district,131005,0,4,2018,karnataka
bengaluru rural district,209778,0,4,2018,karnataka
raichur district,132914,0,4,2018,karnataka
chamarajanagara district,45547,0,4,2018,karnataka
dakshina kannada district,202453,0,4,2018,karnataka
hassan district,132797,0,4,2018,karnataka
dharwad district,230679,0,4,2018,karnataka
shivamogga district,138815,0,4,2018,karnataka
udupi district,109312,0,4,2018,karnataka
gadag district,66147,0,4,2018,karnataka
mysuru district,432208,0,1,2019,karnataka
chitradurga district,127578,0,1,2019,karnataka
kalaburagi district,230020,0,1,2019,karnataka
ramanagara district,148213,0,1,2019,karnataka
mandya district,164533,0,1,2019,karnataka
kodagu district,47953,0,1,2019,karnataka
